scenario,real_throughput_mbps,sim_throughput_mbps,sim_throughput_std,real_elapsed_s,sim_elapsed_s,sim_elapsed_std
A,,5.579993965913571,0.033898538179990084,,1.5033864671121864,0.009158620049916908
B,,0.032054391604256785,0.0031903840394043054,,264.0201264407706,25.980071330665815
C,,0.01359009632512879,0.0008597995699076667,,619.4575549660417,38.74457976295066
